题目ID,最终裁定档,裁定置信度,教师标准档,裁定结果,裁定方式,具体裁定原因,教师分析疑点
2373153967956135936,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、涉及双状态、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3673901887540535296,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为力学综合、涉及多状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659089331761463296,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。,
2264323391910076416,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2726508247963185152,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为光学声学综合、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659088597422718976,送分题,高,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为直接套用；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：独立盲评与三次模型中有4/4支持送分题。,
2822516844618579968,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3026966637751345152,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2291679002701086720,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2699496286111698944,基础题,高,送分题,送分题→基础题,人工复核,多个生活量估测需进行数量级或简算验证，超过送分；但各项独立且模型显性。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
3500965504629080064,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
3392010509767172096,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3650594498070196224,送分题,高,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为直接套用；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：独立盲评与三次模型中有4/4支持送分题。,
2842562290281402368,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3113648620401074176,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3662940488813613056,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为电路综合、涉及多状态、含多约束、图表要求达到“直接读数”、推理为逆向推理或临界分析，与拔高题边界一致。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2895494490713792512,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、涉及多状态、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2748461107426902016,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2484795579631501312,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3506676049990713344,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3660872748428980224,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、涉及多状态、含单一约束、实验要求达到“方案设计或误差评价”、图表要求达到“多组比较归纳”、推理为多层因果推理，与拔高题边界一致。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
